aver,minval,maxval
40.04,21.0,67.0
67.75,35.0,98.0
91.29,72.0,129.0
53.13,39.0,67.0
46.92,29.0,66.0
45.63,29.0,58.0
46.92,22.0,77.0
48.08,18.0,74.0
52.58,20.0,127.0
20.92,14.0,28.0
38.04,18.0,55.0
63.38,39.0,95.0
63.46,51.0,84.0
55.54,39.0,75.0
48.67,39.0,55.0
54.92,21.0,129.0
43.92,15.0,78.0
63.08,43.0,80.0
43.38,27.0,69.0
45.0,28.0,96.0
129.42,76.0,201.0
59.58,23.0,142.0
26.04,14.0,40.0
38.79,26.0,54.0
45.79,31.0,60.0
55.04,28.0,108.0
62.54,27.0,98.0
49.38,29.0,76.0
29.42,22.0,34.0
20.21,10.0,27.0
61.25,14.0,96.0
52.52,28.0,89.0
73.88,35.0,106.0
65.5,41.0,87.0
89.08,59.0,109.0
76.0,51.0,99.0
36.29,22.0,54.0
49.17,24.0,80.0
34.0,28.0,45.0
37.96,24.0,51.0
44.67,31.0,65.0
68.75,42.0,135.0
48.79,40.0,61.0
41.67,19.0,57.0
36.05,15.0,82.0
63.8,52.0,81.0
58.04,34.0,82.0
72.79,30.0,143.0
59.38,42.0,92.0
55.88,34.0,92.0
57.0,21.0,101.0
34.04,23.0,45.0
47.88,26.0,72.0
69.5,31.0,111.0
97.79,43.0,147.0
62.79,23.0,114.0
27.79,20.0,38.0
27.13,17.0,34.0
76.33,19.0,176.0
104.04,73.0,148.0
129.82,51.0,218.0
88.5,24.0,198.0
82.83,25.0,141.0
73.71,42.0,117.0
45.54,36.0,52.0
25.79,10.0,41.0
43.25,15.0,68.0
48.5,21.0,65.0
63.0,41.0,86.0
42.83,30.0,56.0
46.42,34.0,63.0
52.25,38.0,78.0
40.63,25.0,54.0
31.04,20.0,47.0
27.83,18.0,37.0
28.04,21.0,41.0
51.63,28.0,67.0
79.08,61.0,100.0
86.08,62.0,109.0
46.58,25.0,72.0
23.42,12.0,42.0
42.58,22.0,60.0
27.63,11.0,51.0
36.42,23.0,50.0
31.88,12.0,59.0
29.13,11.0,73.0
22.13,10.0,34.0
32.88,21.0,48.0
40.87,19.0,52.0
20.83,8.0,32.0
16.46,5.0,39.0
18.63,5.0,35.0
72.46,30.0,123.0
81.29,56.0,112.0
54.25,29.0,80.0
36.29,12.0,66.0
47.25,23.0,90.0
65.38,14.0,106.0
41.79,16.0,93.0
28.42,19.0,40.0
48.63,29.0,70.0
36.33,7.0,72.0
20.83,5.0,36.0
20.3,11.0,33.0
79.38,16.0,159.0
88.92,18.0,136.0
55.54,5.0,95.0
39.92,6.0,72.0
55.0,9.0,81.0
31.04,8.0,63.0
43.33,19.0,64.0
15.21,3.0,28.0
12.87,1.0,25.0
17.27,2.0,40.0
18.42,8.0,31.0
14.5,3.0,24.0
12.04,4.0,26.0
11.71,1.0,25.0
17.38,11.0,22.0
32.29,3.0,90.0
72.83,57.0,93.0
39.68,1.0,63.0
40.26,4.0,80.0
29.25,9.0,49.0
13.13,2.0,34.0
7.83,3.0,16.0
11.27,2.0,19.0
14.56,2.0,42.0
48.0,33.0,66.0
58.5,42.0,81.0
28.92,4.0,47.0
20.22,1.0,47.0
15.95,2.0,44.0
16.13,6.0,27.0
19.61,10.0,34.0
48.33,25.0,74.0
25.79,9.0,49.0
30.17,3.0,77.0
33.04,15.0,64.0
18.64,1.0,60.0
26.08,14.0,50.0
31.0,17.0,50.0
15.52,1.0,28.0
29.67,3.0,78.0
11.78,3.0,25.0
15.04,4.0,36.0
46.5,15.0,78.0
29.73,16.0,45.0
40.29,20.0,59.0
49.63,11.0,83.0
56.21,6.0,98.0
44.63,20.0,95.0
32.3,14.0,56.0
36.21,16.0,59.0
32.63,3.0,69.0
15.42,8.0,28.0
14.29,4.0,27.0
29.67,14.0,51.0
36.21,6.0,59.0
34.21,7.0,66.0
95.25,63.0,124.0
63.71,43.0,97.0
35.17,19.0,51.0
27.17,17.0,37.0
32.5,16.0,53.0
28.04,20.0,37.0
40.96,7.0,92.0
9.79,1.0,20.0
17.3,4.0,43.0
9.91,2.0,32.0
9.04,1.0,19.0
8.48,1.0,17.0
22.63,2.0,36.0
12.42,4.0,24.0
18.29,9.0,34.0
37.71,7.0,101.0
43.58,4.0,104.0
10.21,3.0,20.0
9.08,3.0,20.0
13.75,3.0,25.0
19.5,13.0,32.0
46.87,28.0,58.0
51.63,38.0,61.0
32.54,11.0,48.0
15.29,7.0,23.0
43.63,7.0,113.0
20.13,2.0,51.0
22.67,9.0,34.0
51.5,18.0,90.0
43.29,14.0,73.0
19.58,12.0,26.0
31.71,17.0,52.0
37.96,25.0,73.0
28.46,18.0,45.0
24.04,17.0,35.0
24.75,17.0,35.0
32.42,23.0,49.0
34.26,27.0,45.0
31.04,23.0,39.0
30.9,23.0,36.0
48.43,36.0,58.0
90.33,59.0,128.0
95.13,27.0,150.0
17.75,12.0,25.0
16.63,10.0,30.0
20.38,10.0,33.0
50.92,30.0,75.0
65.5,14.0,129.0
49.38,18.0,83.0
35.82,19.0,46.0
30.04,17.0,43.0
27.67,20.0,35.0
53.25,27.0,71.0
44.04,17.0,83.0
20.17,14.0,27.0
27.13,16.0,38.0
45.04,23.0,66.0
52.54,20.0,95.0
67.54,27.0,109.0
58.46,31.0,103.0
35.58,24.0,54.0
38.17,30.0,54.0
35.63,25.0,44.0
126.04,36.0,216.0
42.13,24.0,116.0
28.58,18.0,42.0
40.5,19.0,68.0
65.5,43.0,90.0
59.33,36.0,137.0
125.25,21.0,209.0
34.88,23.0,46.0
48.08,28.0,64.0
37.83,22.0,55.0
72.0,41.0,124.0
118.96,61.0,203.0
60.83,47.0,78.0
35.88,24.0,51.0
34.46,21.0,57.0
38.54,26.0,59.0
69.42,38.0,119.0
39.92,22.0,53.0
29.71,12.0,68.0
33.42,24.0,44.0
47.87,35.0,63.0
23.33,13.0,38.0
64.67,19.0,88.0
41.88,13.0,71.0
43.79,16.0,95.0
57.5,28.0,86.0
44.92,31.0,74.0
63.38,40.0,90.0
94.25,62.0,131.0
81.38,33.0,116.0
79.83,37.0,111.0
77.83,33.0,137.0
102.63,53.0,187.0
34.42,18.0,81.0
61.54,21.0,126.0
84.29,35.0,160.0
81.04,47.0,111.0
77.38,56.0,118.0
83.08,68.0,120.0
89.29,35.0,171.0
76.33,29.0,187.0
51.63,35.0,76.0
68.04,38.0,124.0
73.46,30.0,141.0
58.04,31.0,119.0
73.46,33.0,106.0
78.21,42.0,114.0
59.75,38.0,98.0
132.88,82.0,206.0
35.54,17.0,141.0
28.79,19.0,46.0
27.96,13.0,55.0
69.83,21.0,138.0
140.87,102.0,175.0
123.04,84.0,199.0
106.88,32.0,196.0
44.42,22.0,63.0
82.96,59.0,114.0
97.13,73.0,111.0
121.5,75.0,184.0
81.21,41.0,161.0
83.21,19.0,253.0
42.58,16.0,75.0
77.92,39.0,108.0
151.63,92.0,183.0
170.54,111.0,221.0
185.63,66.0,255.0
22.83,16.0,35.0
23.38,15.0,33.0
27.0,11.0,48.0
85.13,50.0,120.0
118.96,82.0,183.0
78.21,24.0,223.0
90.67,22.0,181.0
90.13,42.0,132.0
35.22,22.0,50.0
106.7,32.0,211.0
132.46,93.0,163.0
113.29,81.0,139.0
107.13,34.0,144.0
131.29,30.0,364.0
105.46,71.0,177.0
55.25,16.0,143.0
24.71,17.0,34.0
20.88,13.0,35.0
77.83,35.0,148.0
38.75,19.0,73.0
26.29,17.0,39.0
32.21,23.0,37.0
44.71,34.0,75.0
179.33,45.0,271.0
93.17,45.0,229.0
76.29,58.0,100.0
109.21,80.0,138.0
48.96,12.0,180.0
35.29,16.0,60.0
56.58,40.0,77.0
79.29,46.0,107.0
161.13,31.0,266.0
49.83,30.0,76.0
56.5,28.0,80.0
56.71,43.0,93.0
113.21,77.0,155.0
119.38,68.0,181.0
65.88,29.0,95.0
24.67,13.0,111.0
20.25,16.0,26.0
60.67,15.0,96.0
121.04,84.0,171.0
54.63,34.0,118.0
46.21,35.0,61.0
27.35,18.0,34.0
56.67,25.0,127.0
24.83,14.0,35.0
20.83,14.0,35.0
68.63,32.0,120.0
94.5,69.0,138.0
78.83,22.0,147.0
25.08,19.0,34.0
22.29,15.0,34.0
31.13,23.0,40.0
35.46,24.0,50.0
31.21,19.0,58.0
42.33,14.0,124.0
25.29,16.0,34.0
47.33,26.0,70.0
68.46,47.0,88.0
90.71,55.0,143.0
97.21,54.0,157.0
54.33,31.0,81.0
31.63,19.0,52.0
37.33,17.0,65.0
52.33,18.0,109.0
74.88,37.0,122.0
61.33,47.0,75.0
94.42,49.0,145.0
63.08,29.0,144.0
24.75,10.0,41.0
17.29,10.0,24.0
22.17,14.0,34.0
25.09,15.0,39.0
30.29,17.0,47.0
68.25,28.0,125.0
72.88,52.0,96.0
35.41,24.0,47.0
56.71,38.0,91.0
46.25,22.0,84.0
34.21,14.0,54.0
64.08,35.0,98.0
61.25,25.0,119.0
50.92,6.0,104.0
21.92,4.0,47.0
24.57,16.0,33.0
32.14,24.0,42.0
25.4,21.0,38.0
39.14,33.0,42.0
36.56,27.0,46.0
47.31,37.0,65.0
41.8,36.0,55.0
65.92,38.0,89.0
70.54,40.0,90.0
65.67,32.0,87.0
33.5,22.0,42.0
58.04,46.0,76.0
111.22,22.0,206.0
46.17,24.0,72.0
38.39,22.0,54.0
72.0,53.0,104.0
75.5,64.0,87.0
60.0,33.0,94.0
67.0,37.0,92.0
48.96,29.0,68.0
54.5,49.0,60.0
65.53,25.0,96.0
47.86,26.0,63.0
65.75,40.0,93.0
43.13,25.0,59.0
46.04,23.0,69.0
58.88,35.0,94.0
66.42,21.0,118.0
23.33,16.0,31.0
39.83,22.0,62.0
51.29,29.0,83.0
30.5,21.0,39.0
26.79,14.0,40.0
39.04,27.0,51.0
29.83,15.0,56.0
46.54,26.0,58.0
44.13,32.0,58.0
50.25,23.0,126.0
38.5,21.0,61.0
46.83,29.0,69.0
41.79,26.0,72.0
49.75,27.0,93.0
71.58,51.0,97.0
43.79,20.0,72.0
23.13,12.0,31.0
34.21,20.0,142.0
40.17,17.0,148.0
36.33,20.0,68.0
31.5,18.0,45.0
29.52,15.0,58.0
42.0,32.0,61.0
33.29,18.0,56.0
28.17,6.0,46.0
35.08,14.0,66.0
49.0,22.0,72.0
47.25,33.0,58.0
32.96,5.0,63.0
18.24,3.0,38.0
24.5,7.0,41.0
63.83,16.0,101.0
56.08,11.0,97.0
26.63,8.0,43.0
16.83,3.0,47.0
44.58,9.0,93.0
33.33,6.0,87.0
48.79,25.0,78.0
55.5,40.0,70.0
51.58,21.0,70.0
35.25,24.0,55.0
38.17,18.0,89.0
28.04,20.0,38.0
20.21,5.0,74.0
21.58,8.0,42.0
41.54,22.0,57.0
35.38,20.0,59.0
39.25,21.0,53.0
25.67,9.0,47.0
47.67,32.0,68.0
53.17,29.0,80.0
41.33,12.0,89.0
33.63,16.0,54.0
12.75,6.0,23.0
13.0,3.0,30.0
37.13,13.0,65.0
52.63,8.0,87.0
37.79,7.0,74.0
55.96,16.0,90.0
71.87,44.0,111.0
25.57,14.0,52.0
23.35,15.0,36.0
18.56,12.0,39.0
19.38,13.0,31.0
25.29,16.0,42.0
27.38,16.0,37.0
21.58,14.0,34.0
5.79,2.0,10.0
20.42,1.0,42.0
67.21,31.0,109.0
62.25,31.0,91.0
25.29,13.0,36.0
27.21,18.0,45.0
29.08,20.0,48.0
22.54,14.0,32.0
18.0,13.0,24.0
21.13,11.0,28.0
37.0,28.0,44.0
31.92,14.0,55.0
35.08,21.0,72.0
31.79,25.0,54.0
48.75,20.0,78.0
60.75,25.0,94.0
44.33,27.0,67.0
44.92,22.0,70.0
42.04,26.0,59.0
31.21,15.0,55.0
36.42,27.0,51.0
50.25,32.0,71.0
42.21,26.0,58.0
39.33,25.0,57.0
39.96,23.0,80.0
34.38,19.0,56.0
21.42,11.0,39.0
18.29,8.0,68.0
11.08,6.0,19.0
10.83,6.0,19.0
16.79,7.0,35.0
17.13,9.0,26.0
30.13,19.0,44.0
43.75,30.0,55.0
32.54,22.0,49.0
22.71,16.0,31.0
31.54,22.0,40.0
40.46,30.0,50.0
41.5,29.0,57.0
22.83,14.0,33.0
37.5,15.0,88.0
19.25,6.0,32.0
16.63,7.0,28.0
20.25,6.0,44.0
32.63,12.0,53.0
55.5,8.0,116.0
83.58,49.0,119.0
78.5,62.0,107.0
61.63,47.0,77.0
53.0,27.0,67.0
36.92,22.0,51.0
41.13,32.0,50.0
57.88,24.0,79.0
64.75,36.0,84.0
58.46,40.0,73.0
36.5,7.0,55.0
28.38,1.0,64.0
14.63,6.0,32.0
11.96,6.0,20.0
10.33,6.0,20.0
17.25,6.0,26.0
22.61,3.0,53.0
45.88,20.0,75.0
27.04,4.0,80.0
17.5,9.0,31.0
20.54,10.0,46.0
19.0,6.0,35.0
24.04,9.0,43.0
29.04,10.0,49.0
18.58,8.0,31.0
37.25,22.0,50.0
32.17,15.0,51.0
29.38,19.0,42.0
27.23,16.0,52.0
20.33,11.0,29.0
26.71,17.0,35.0
30.38,13.0,46.0
26.08,6.0,51.0
23.71,13.0,37.0
8.0,1.0,17.0
15.5,1.0,30.0
31.13,1.0,84.0
31.79,19.0,44.0
33.71,22.0,42.0
24.25,8.0,43.0
24.04,6.0,36.0
17.0,5.0,32.0
15.13,5.0,29.0
19.0,4.0,38.0
63.79,33.0,97.0
40.95,2.0,98.0
46.32,12.0,80.0
59.73,27.0,111.0
26.08,10.0,41.0
36.0,28.0,49.0
28.96,9.0,52.0
39.04,24.0,55.0
37.42,23.0,59.0
34.42,17.0,52.0
41.92,30.0,63.0
75.25,42.0,114.0
42.33,36.0,52.0
42.0,30.0,51.0
44.08,27.0,80.0
43.79,23.0,66.0
70.96,36.0,88.0
59.96,43.0,75.0
37.21,19.0,56.0
31.21,16.0,62.0
23.04,11.0,32.0
41.08,22.0,90.0
113.38,84.0,170.0
84.29,40.0,143.0
34.92,21.0,43.0
38.39,25.0,50.0
21.09,12.0,35.0
48.13,15.0,124.0
62.21,34.0,119.0
85.5,39.0,114.0
58.39,30.0,88.0
36.52,24.0,48.0
59.0,59.0,59.0
48.33,40.0,53.0
124.21,57.0,166.0
102.13,55.0,160.0
71.08,41.0,121.0
29.67,12.0,50.0
28.88,9.0,48.0
33.32,23.0,44.0
44.46,32.0,62.0
27.13,16.0,64.0
31.08,16.0,41.0
33.04,13.0,60.0
25.04,8.0,34.0
38.0,6.0,80.0
57.17,41.0,69.0
45.38,32.0,78.0
64.58,45.0,80.0
74.13,48.0,103.0
116.58,69.0,187.0
54.67,33.0,97.0
74.58,42.0,115.0
54.5,33.0,88.0
50.5,36.0,78.0
65.67,42.0,77.0
102.04,57.0,146.0
79.38,27.0,156.0
33.42,20.0,48.0
37.83,15.0,47.0
41.17,17.0,72.0
78.96,24.0,180.0
49.33,27.0,58.0
62.46,43.0,92.0
146.59,91.0,233.0
220.96,157.0,281.0
68.92,24.0,210.0
45.42,28.0,57.0
51.38,32.0,59.0
37.5,26.0,48.0
50.04,28.0,103.0
138.25,93.0,187.0
89.25,61.0,142.0
202.0,106.0,284.0
67.43,36.0,138.0
175.13,141.0,228.0
82.15,51.0,187.0
66.04,26.0,135.0
40.79,21.0,63.0
58.46,36.0,73.0
93.25,35.0,183.0
137.54,77.0,212.0
