aver,minval,maxval
41.25,29.0,62.0
72.71,44.0,128.0
107.71,59.0,140.0
87.5,59.0,162.0
62.5,38.0,96.0
26.63,8.0,66.0
49.96,32.0,79.0
134.96,77.0,175.0
123.58,94.0,166.0
98.63,14.0,170.0
70.88,42.0,94.0
100.61,70.0,124.0
43.33,18.0,83.0
40.0,12.0,80.0
33.29,17.0,74.0
55.33,32.0,74.0
111.46,76.0,179.0
58.38,20.0,178.0
69.25,38.0,106.0
99.83,51.0,142.0
44.13,18.0,106.0
46.58,31.0,76.0
69.13,32.0,107.0
34.75,18.0,76.0
82.33,21.0,169.0
45.42,34.0,62.0
125.46,69.0,177.0
31.38,16.0,48.0
32.29,17.0,59.0
37.33,22.0,65.0
88.88,39.0,132.0
122.29,47.0,208.0
54.25,38.0,82.0
78.04,36.0,96.0
62.46,29.0,88.0
106.0,61.0,179.0
106.67,55.0,155.0
38.88,13.0,157.0
15.83,9.0,27.0
25.79,8.0,48.0
94.3,57.0,123.0
100.96,61.0,140.0
121.24,97.0,144.0
58.33,5.0,150.0
39.38,11.0,85.0
43.79,26.0,101.0
54.21,13.0,121.0
53.67,33.0,67.0
76.21,37.0,124.0
32.0,7.0,124.0
16.8,6.0,36.0
24.63,10.0,55.0
49.13,30.0,76.0
60.33,29.0,89.0
101.71,66.0,133.0
78.88,31.0,160.0
25.92,11.0,62.0
80.29,55.0,132.0
81.71,20.0,142.0
108.42,33.0,225.0
87.58,53.0,138.0
67.17,9.0,142.0
72.21,24.0,113.0
150.79,46.0,213.0
108.23,50.0,198.0
69.0,12.0,151.0
24.0,8.0,45.0
60.5,26.0,113.0
103.67,84.0,179.0
115.54,90.0,151.0
123.75,103.0,153.0
65.13,7.0,156.0
51.42,32.0,83.0
95.67,38.0,161.0
38.83,6.0,162.0
14.67,7.0,36.0
18.13,7.0,47.0
59.96,20.0,187.0
193.71,113.0,298.0
246.83,207.0,289.0
226.63,204.0,286.0
147.75,84.0,228.0
71.46,10.0,170.0
19.54,5.0,46.0
61.04,36.0,96.0
168.17,47.0,403.0
306.0,229.0,395.0
213.42,143.0,365.0
91.29,15.0,196.0
63.5,32.0,97.0
146.5,92.0,247.0
81.58,8.0,207.0
59.29,19.0,158.0
70.46,47.0,106.0
57.33,33.0,91.0
37.83,8.0,103.0
23.29,5.0,67.0
64.04,26.0,174.0
162.83,95.0,224.0
248.17,218.0,302.0
68.0,12.0,273.0
29.58,11.0,66.0
100.17,69.0,146.0
147.82,73.0,193.0
25.75,11.0,58.0
23.75,9.0,45.0
47.29,23.0,110.0
73.38,34.0,215.0
228.54,107.0,407.0
314.33,269.0,402.0
29.88,7.0,144.0
98.79,37.0,165.0
167.38,112.0,280.0
217.0,139.0,311.0
286.79,195.0,388.0
47.46,6.0,326.0
53.25,19.0,158.0
203.46,135.0,304.0
113.67,6.0,270.0
44.5,7.0,164.0
162.71,109.0,217.0
96.88,6.0,179.0
19.33,3.0,78.0
41.63,14.0,103.0
62.5,14.0,150.0
198.29,90.0,296.0
66.04,14.0,235.0
118.38,67.0,272.0
47.33,5.0,216.0
13.83,6.0,48.0
11.71,6.0,20.0
42.22,10.0,116.0
77.63,19.0,174.0
131.0,43.0,232.0
174.17,54.0,383.0
221.7,107.0,394.0
93.96,15.0,347.0
24.08,11.0,96.0
26.21,7.0,97.0
7.42,3.0,13.0
27.17,2.0,94.0
59.54,19.0,128.0
34.71,12.0,109.0
84.71,28.0,161.0
136.58,69.0,233.0
89.75,28.0,225.0
112.75,41.0,187.0
49.29,9.0,162.0
164.92,81.0,330.0
348.5,156.0,480.0
214.42,11.0,435.0
19.46,6.0,68.0
27.25,7.0,64.0
30.79,5.0,89.0
22.71,6.0,61.0
69.54,30.0,144.0
62.92,17.0,125.0
59.38,15.0,271.0
183.38,66.0,331.0
77.5,11.0,302.0
56.29,10.0,214.0
41.25,8.0,152.0
36.5,15.0,117.0
91.29,17.0,267.0
181.21,52.0,348.0
145.75,29.0,384.0
316.75,201.0,457.0
170.13,13.0,329.0
14.63,11.0,18.0
32.63,9.0,126.0
21.78,11.0,58.0
53.35,24.0,84.0
45.21,25.0,88.0
49.33,15.0,129.0
58.42,23.0,144.0
167.63,95.0,269.0
54.46,21.0,220.0
154.88,75.0,224.0
101.42,28.0,183.0
154.58,123.0,217.0
112.88,11.0,256.0
21.42,9.0,66.0
33.13,10.0,83.0
81.29,43.0,127.0
152.63,20.0,273.0
28.53,8.0,62.0
127.88,63.0,299.0
119.46,36.0,227.0
210.38,47.0,569.0
448.42,161.0,671.0
154.5,10.0,384.0
76.75,14.0,184.0
124.75,16.0,209.0
10.25,7.0,17.0
47.21,10.0,127.0
162.95,97.0,324.0
288.42,219.0,366.0
152.38,25.0,316.0
33.71,14.0,71.0
59.0,23.0,139.0
96.17,10.0,167.0
46.58,9.0,86.0
149.29,72.0,241.0
71.33,6.0,218.0
166.21,70.0,469.0
155.08,109.0,190.0
68.92,7.0,174.0
7.13,3.0,16.0
29.96,6.0,126.0
103.83,62.0,155.0
143.25,91.0,204.0
102.88,84.0,119.0
56.0,6.0,147.0
13.46,9.0,26.0
26.21,7.0,66.0
131.25,64.0,221.0
145.58,36.0,268.0
210.96,160.0,263.0
299.67,196.0,579.0
363.79,277.0,649.0
264.83,120.0,393.0
75.79,41.0,142.0
70.26,27.0,123.0
79.83,14.0,152.0
271.0,152.0,448.0
330.42,247.0,398.0
335.54,283.0,399.0
295.96,228.0,362.0
352.58,323.0,425.0
449.75,369.0,577.0
386.42,27.0,562.0
20.38,8.0,53.0
102.67,34.0,179.0
83.13,10.0,210.0
162.13,124.0,306.0
243.54,182.0,322.0
49.29,3.0,255.0
24.88,9.0,49.0
20.38,8.0,67.0
61.5,14.0,111.0
175.75,110.0,218.0
119.75,55.0,172.0
108.5,36.0,224.0
195.79,10.0,303.0
19.17,9.0,66.0
22.25,12.0,40.0
24.88,7.0,72.0
114.58,63.0,205.0
122.29,73.0,188.0
85.83,17.0,191.0
40.42,13.0,79.0
58.67,10.0,96.0
10.17,5.0,18.0
28.57,5.0,71.0
66.13,11.0,163.0
158.67,96.0,249.0
245.71,167.0,290.0
224.21,147.0,326.0
317.88,201.0,465.0
257.42,82.0,444.0
151.46,52.0,224.0
38.79,16.0,219.0
34.29,9.0,66.0
155.29,27.0,254.0
130.29,48.0,220.0
105.46,64.0,163.0
23.38,6.0,58.0
32.29,11.0,60.0
26.5,4.0,57.0
57.79,27.0,102.0
99.96,55.0,166.0
168.04,136.0,206.0
146.58,49.0,580.0
86.22,51.0,175.0
61.42,36.0,103.0
119.63,75.0,190.0
163.25,128.0,254.0
238.18,56.0,282.0
66.67,34.0,112.0
68.75,35.0,134.0
118.75,93.0,152.0
142.71,74.0,193.0
64.0,40.0,95.0
68.25,17.0,128.0
50.79,23.0,91.0
77.42,36.0,170.0
121.21,71.0,185.0
113.67,76.0,140.0
121.04,27.0,177.0
39.54,21.0,61.0
67.33,20.0,135.0
69.13,37.0,132.0
105.71,83.0,136.0
111.88,79.0,221.0
121.58,47.0,202.0
37.79,17.0,60.0
81.08,39.0,167.0
47.42,26.0,98.0
46.63,31.0,85.0
101.5,56.0,154.0
89.42,12.0,159.0
87.75,55.0,147.0
67.63,43.0,91.0
54.38,40.0,71.0
30.67,8.0,57.0
47.33,21.0,82.0
58.67,25.0,112.0
22.88,11.0,38.0
85.88,37.0,203.0
74.92,38.0,271.0
67.71,21.0,109.0
102.92,58.0,198.0
112.88,61.0,174.0
85.86,14.0,215.0
102.0,62.0,150.0
136.46,38.0,259.0
80.92,46.0,110.0
89.63,78.0,104.0
71.42,7.0,160.0
20.42,8.0,31.0
29.92,8.0,102.0
31.42,13.0,49.0
46.83,8.0,79.0
90.96,67.0,113.0
115.75,81.0,143.0
50.71,29.0,80.0
33.42,18.0,57.0
41.46,25.0,64.0
63.65,38.0,107.0
67.87,43.0,108.0
55.35,6.0,109.0
12.52,3.0,38.0
36.22,11.0,69.0
30.33,15.0,52.0
78.04,50.0,103.0
43.92,12.0,123.0
31.63,10.0,64.0
59.71,14.0,126.0
47.5,18.0,128.0
115.67,61.0,169.0
138.5,96.0,196.0
75.88,13.0,225.0
71.38,11.0,144.0
123.83,65.0,200.0
45.88,10.0,94.0
54.54,15.0,76.0
33.79,13.0,51.0
23.04,8.0,43.0
54.08,37.0,68.0
97.17,54.0,159.0
116.83,61.0,199.0
17.21,4.0,46.0
20.25,6.0,35.0
49.75,26.0,77.0
69.63,40.0,104.0
101.58,27.0,168.0
69.5,30.0,114.0
217.5,134.0,295.0
199.21,137.0,303.0
121.29,67.0,184.0
191.29,139.0,252.0
149.88,80.0,239.0
81.38,8.0,192.0
24.63,8.0,85.0
31.38,15.0,70.0
30.83,9.0,64.0
14.53,6.0,36.0
22.17,9.0,58.0
29.92,15.0,58.0
52.08,29.0,93.0
110.29,60.0,172.0
146.79,82.0,220.0
115.75,80.0,191.0
61.25,38.0,81.0
60.54,46.0,87.0
24.88,6.0,60.0
14.77,6.0,21.0
24.75,12.0,46.0
69.96,24.0,136.0
73.17,27.0,160.0
93.0,57.0,149.0
97.58,68.0,133.0
102.54,61.0,143.0
107.0,78.0,189.0
137.92,52.0,212.0
179.67,122.0,250.0
127.75,78.0,185.0
96.63,57.0,138.0
102.92,52.0,201.0
32.0,2.0,92.0
22.79,8.0,51.0
36.75,2.0,125.0
61.58,37.0,142.0
59.04,29.0,90.0
77.92,15.0,160.0
36.38,20.0,86.0
22.42,6.0,65.0
26.08,8.0,64.0
27.0,13.0,55.0
28.42,16.0,48.0
43.42,12.0,121.0
65.38,28.0,172.0
48.08,19.0,209.0
56.45,26.0,91.0
77.21,13.0,123.0
91.93,68.0,115.0
117.54,19.0,173.0
58.21,18.0,124.0
117.75,26.0,171.0
19.79,3.0,46.0
15.79,6.0,30.0
23.33,6.0,57.0
56.54,21.0,94.0
83.75,58.0,129.0
86.17,49.0,139.0
149.21,100.0,196.0
89.46,55.0,139.0
112.38,21.0,175.0
25.54,6.0,59.0
13.17,6.0,23.0
43.42,15.0,81.0
96.08,61.0,155.0
134.58,94.0,162.0
141.42,79.0,207.0
8.92,2.0,30.0
39.79,17.0,80.0
69.17,30.0,118.0
95.08,61.0,124.0
68.08,36.0,147.0
64.5,38.0,108.0
44.58,6.0,106.0
18.08,3.0,47.0
47.41,15.0,98.0
36.67,10.0,75.0
68.88,21.0,119.0
99.43,53.0,150.0
138.71,78.0,229.0
89.71,52.0,200.0
108.88,70.0,135.0
63.95,24.0,114.0
33.5,9.0,111.0
121.25,60.0,168.0
140.29,75.0,219.0
35.58,6.0,132.0
66.88,45.0,101.0
52.33,10.0,107.0
28.29,13.0,78.0
82.71,58.0,100.0
67.42,21.0,132.0
128.33,53.0,207.0
84.54,54.0,116.0
33.83,6.0,86.0
36.0,18.0,91.0
152.58,66.0,326.0
308.83,215.0,432.0
378.04,334.0,454.0
321.13,243.0,396.0
184.25,5.0,317.0
6.79,3.0,13.0
16.67,3.0,61.0
51.83,17.0,141.0
49.04,7.0,149.0
42.63,17.0,85.0
117.58,76.0,225.0
211.58,94.0,406.0
273.96,153.0,413.0
209.39,61.0,285.0
45.21,24.0,97.0
94.88,47.0,132.0
147.25,102.0,227.0
267.83,178.0,383.0
366.96,310.0,472.0
71.5,7.0,379.0
33.0,9.0,68.0
69.33,42.0,99.0
135.58,98.0,215.0
190.17,137.0,272.0
185.5,143.0,232.0
43.21,9.0,215.0
7.96,2.0,17.0
27.21,8.0,61.0
131.71,60.0,255.0
70.08,4.0,232.0
15.43,3.0,48.0
53.08,18.0,90.0
80.25,56.0,97.0
65.5,33.0,116.0
81.33,33.0,153.0
43.71,7.0,239.0
6.54,2.0,17.0
27.04,11.0,53.0
46.17,20.0,138.0
173.79,52.0,283.0
111.5,12.0,304.0
26.71,8.0,81.0
91.0,39.0,221.0
327.04,165.0,409.0
328.85,290.0,380.0
74.31,16.0,287.0
48.08,8.0,146.0
133.58,91.0,240.0
89.88,19.0,289.0
182.88,78.0,342.0
308.29,201.0,522.0
62.25,11.0,439.0
103.08,39.0,219.0
302.5,237.0,393.0
83.33,14.0,254.0
13.67,8.0,36.0
56.29,11.0,125.0
20.71,6.0,126.0
9.0,5.0,18.0
44.86,6.0,158.0
68.96,16.0,150.0
51.75,11.0,174.0
58.22,15.0,180.0
358.62,311.0,390.0
130.75,13.0,331.0
24.38,7.0,92.0
13.88,7.0,47.0
51.33,10.0,126.0
102.46,44.0,212.0
82.04,6.0,307.0
11.25,5.0,25.0
104.83,8.0,245.0
173.17,124.0,274.0
66.63,7.0,253.0
9.93,4.0,15.0
20.54,6.0,64.0
98.96,51.0,145.0
96.5,13.0,234.0
14.42,9.0,23.0
30.04,8.0,93.0
173.17,94.0,271.0
247.92,182.0,385.0
196.42,32.0,444.0
151.79,20.0,373.0
38.63,8.0,97.0
10.46,7.0,20.0
54.58,6.0,154.0
63.54,12.0,157.0
209.25,147.0,322.0
201.17,106.0,360.0
90.88,9.0,186.0
43.17,10.0,121.0
73.67,20.0,159.0
168.25,66.0,359.0
99.79,10.0,294.0
178.75,23.0,291.0
34.71,6.0,105.0
109.17,57.0,206.0
194.54,128.0,350.0
238.08,159.0,328.0
374.83,211.0,568.0
88.5,9.0,502.0
72.33,10.0,201.0
78.04,10.0,177.0
50.0,6.0,92.0
89.0,38.0,132.0
16.46,8.0,42.0
122.29,26.0,235.0
227.17,186.0,300.0
80.04,20.0,126.0
126.52,61.0,214.0
88.0,6.0,268.0
20.92,10.0,48.0
45.33,8.0,119.0
58.63,9.0,126.0
11.38,5.0,21.0
39.76,9.0,130.0
84.96,31.0,145.0
152.71,77.0,283.0
106.13,15.0,224.0
10.92,5.0,18.0
27.83,4.0,65.0
73.54,33.0,108.0
8.96,4.0,24.0
29.21,4.0,109.0
118.88,66.0,188.0
131.38,71.0,214.0
47.81,9.0,190.0
35.5,14.0,88.0
147.83,61.0,317.0
268.5,203.0,388.0
285.04,168.0,394.0
110.88,13.0,256.0
27.46,12.0,114.0
47.42,9.0,176.0
192.78,84.0,407.0
139.04,81.0,223.0
147.38,27.0,338.0
42.71,13.0,111.0
57.42,17.0,199.0
169.25,102.0,222.0
61.96,9.0,226.0
15.29,8.0,30.0
26.83,8.0,49.0
141.46,43.0,234.0
39.63,12.0,115.0
63.92,4.0,145.0
7.75,3.0,14.0
24.25,7.0,75.0
112.29,62.0,162.0
207.79,118.0,316.0
228.04,176.0,301.0
113.96,7.0,256.0
7.54,2.0,15.0
31.5,2.0,78.0
46.29,6.0,104.0
77.46,30.0,125.0
69.17,9.0,155.0
103.83,54.0,165.0
118.13,58.0,191.0
216.13,110.0,318.0
194.79,29.0,318.0
50.79,21.0,125.0
92.58,53.0,138.0
43.54,25.0,120.0
18.61,6.0,54.0
22.04,6.0,54.0
36.46,8.0,73.0
87.25,60.0,146.0
120.5,85.0,158.0
98.88,60.0,151.0
84.86,56.0,118.0
30.67,20.0,43.0
93.81,40.0,155.0
154.67,116.0,190.0
125.96,66.0,201.0
53.88,27.0,85.0
35.83,11.0,58.0
31.17,14.0,70.0
66.5,31.0,112.0
56.42,17.0,147.0
21.69,13.0,44.0
25.75,9.0,68.0
102.63,70.0,141.0
166.75,122.0,238.0
157.58,57.0,239.0
150.25,16.0,255.0
17.46,10.0,28.0
36.79,12.0,63.0
64.46,45.0,97.0
156.92,62.0,722.0
36.39,1.0,128.0
79.54,42.0,139.0
138.5,44.0,196.0
61.04,27.0,109.0
74.71,26.0,137.0
61.5,18.0,113.0
53.71,38.0,91.0
57.21,10.0,99.0
62.38,46.0,81.0
89.92,54.0,132.0
109.17,55.0,150.0
91.42,47.0,132.0
49.96,26.0,109.0
118.46,95.0,153.0
116.88,62.0,244.0
120.79,30.0,261.0
45.13,30.0,61.0
48.13,8.0,138.0
25.08,7.0,84.0
49.83,12.0,122.0
25.08,8.0,61.0
50.42,19.0,105.0
55.83,18.0,112.0
37.52,18.0,69.0
42.88,30.0,64.0
27.43,6.0,47.0
33.83,6.0,145.0
74.38,39.0,157.0
20.63,8.0,61.0
32.25,11.0,75.0
50.42,18.0,76.0
133.38,73.0,197.0
59.67,15.0,198.0
12.67,7.0,39.0
15.75,10.0,30.0
36.79,22.0,51.0
63.5,36.0,106.0
98.17,64.0,146.0
114.88,64.0,186.0
96.25,71.0,132.0
83.17,55.0,113.0
99.92,72.0,124.0
108.5,70.0,152.0
71.33,34.0,107.0
66.79,40.0,106.0
59.42,48.0,80.0
105.25,67.0,147.0
36.58,9.0,79.0
35.17,22.0,51.0
47.38,27.0,70.0
49.08,27.0,104.0
22.83,10.0,38.0
16.13,11.0,28.0
19.42,7.0,55.0
53.17,25.0,77.0
75.42,30.0,142.0
22.17,4.0,56.0
6.63,2.0,24.0
15.81,4.0,35.0
19.17,7.0,55.0
83.3,64.0,113.0
94.38,45.0,151.0
37.63,24.0,62.0
19.54,4.0,72.0
22.04,6.0,56.0
24.38,10.0,76.0
42.79,22.0,62.0
82.58,49.0,137.0
157.67,77.0,258.0
89.08,61.0,128.0
95.83,46.0,136.0
76.0,15.0,135.0
72.79,20.0,120.0
117.58,76.0,151.0
88.33,11.0,168.0
12.79,6.0,21.0
17.38,5.0,36.0
8.38,3.0,32.0
25.17,7.0,45.0
32.26,15.0,64.0
54.63,44.0,66.0
57.88,37.0,91.0
57.75,46.0,73.0
99.88,50.0,151.0
59.08,24.0,91.0
43.83,13.0,69.0
85.83,54.0,121.0
91.58,54.0,141.0
43.54,16.0,75.0
32.96,19.0,64.0
35.75,19.0,53.0
37.29,22.0,57.0
35.96,13.0,79.0
42.83,28.0,82.0
69.79,45.0,101.0
83.04,64.0,132.0
107.92,54.0,150.0
53.21,10.0,90.0
43.42,30.0,70.0
52.04,29.0,82.0
80.92,49.0,113.0
102.83,66.0,145.0
57.0,17.0,94.0
50.67,25.0,95.0
81.13,22.0,102.0
37.88,12.0,78.0
23.92,12.0,47.0
72.46,50.0,95.0
65.38,37.0,86.0
60.58,5.0,137.0
20.92,4.0,54.0
71.0,23.0,108.0
57.54,14.0,125.0
82.33,16.0,120.0
45.75,22.0,89.0
54.33,25.0,95.0
45.63,16.0,126.0
87.04,55.0,120.0
83.13,47.0,105.0
109.13,81.0,130.0
58.46,20.0,141.0
22.58,5.0,57.0
40.96,12.0,99.0
73.21,49.0,97.0
45.04,20.0,81.0
54.0,38.0,71.0
30.25,14.0,52.0
14.58,5.0,34.0
18.54,3.0,70.0
18.92,8.0,53.0
15.25,7.0,37.0
15.46,7.0,27.0
10.79,3.0,23.0
12.46,5.0,38.0
15.42,6.0,37.0
26.96,10.0,40.0
27.79,11.0,44.0
28.21,8.0,49.0
10.92,6.0,21.0
8.58,2.0,17.0
15.33,4.0,41.0
49.79,18.0,70.0
20.58,11.0,28.0
17.17,10.0,30.0
27.04,17.0,43.0
60.17,27.0,99.0
35.79,7.0,92.0
8.83,5.0,13.0
9.0,3.0,25.0
7.63,2.0,18.0
18.96,7.0,38.0
58.59,39.0,86.0
105.88,74.0,163.0
127.17,79.0,196.0
138.75,87.0,175.0
73.04,12.0,206.0
19.04,3.0,75.0
80.29,44.0,132.0
79.71,49.0,102.0
115.88,25.0,189.0
28.67,8.0,79.0
89.88,16.0,172.0
19.83,1.0,67.0
27.63,7.0,52.0
45.83,12.0,76.0
47.67,17.0,78.0
41.5,12.0,70.0
23.38,15.0,37.0
14.67,1.0,38.0
23.08,12.0,51.0
23.08,4.0,63.0
109.71,55.0,205.0
202.5,136.0,332.0
267.71,206.0,356.0
219.96,3.0,309.0
8.96,2.0,37.0
25.33,5.0,53.0
6.33,1.0,10.0
7.04,2.0,15.0
13.71,5.0,33.0
40.46,10.0,126.0
115.5,78.0,198.0
112.58,65.0,203.0
214.5,113.0,342.0
302.67,276.0,347.0
51.25,10.0,260.0
63.5,17.0,149.0
75.17,36.0,133.0
52.13,32.0,80.0
29.92,10.0,81.0
51.63,33.0,84.0
51.08,18.0,98.0
30.29,17.0,47.0
30.58,7.0,74.0
14.71,3.0,35.0
7.75,3.0,14.0
9.17,4.0,16.0
25.67,7.0,90.0
45.5,12.0,104.0
75.5,34.0,143.0
90.79,36.0,186.0
165.29,91.0,230.0
207.58,153.0,239.0
102.79,16.0,232.0
17.25,12.0,26.0
15.33,7.0,24.0
54.42,26.0,97.0
144.21,84.0,194.0
136.13,110.0,161.0
117.71,80.0,165.0
165.58,115.0,221.0
206.67,153.0,248.0
259.29,219.0,358.0
202.08,44.0,276.0
56.71,38.0,78.0
55.13,16.0,102.0
62.08,34.0,85.0
82.75,54.0,109.0
68.54,32.0,111.0
47.79,24.0,83.0
50.38,26.0,78.0
25.63,15.0,38.0
31.42,8.0,69.0
49.71,7.0,96.0
36.08,5.0,138.0
251.38,150.0,355.0
300.54,245.0,391.0
253.17,84.0,377.0
412.75,49.0,666.0
464.38,12.0,634.0
6.75,1.0,13.0
9.54,5.0,17.0
29.38,5.0,119.0
40.54,16.0,111.0
159.83,72.0,237.0
183.26,149.0,224.0
275.5,200.0,350.0
266.64,214.0,319.0
96.88,15.0,273.0
44.83,14.0,119.0
159.04,37.0,371.0
188.13,65.0,332.0
144.38,7.0,351.0
6.08,2.0,10.0
7.35,3.0,15.0
65.1,11.0,145.0
74.29,20.0,194.0
168.64,106.0,261.0
238.21,150.0,428.0
241.13,143.0,412.0
336.96,158.0,508.0
254.54,89.0,432.0
100.42,31.0,497.0
537.25,440.0,620.0
254.33,44.0,499.0
56.21,15.0,122.0
112.42,48.0,252.0
331.88,165.0,556.0
101.75,6.0,536.0
70.88,14.0,235.0
