aver,minval,maxval
65.21,25.0,107.0
41.96,23.0,62.0
32.42,22.0,48.0
52.29,24.0,93.0
65.38,45.0,109.0
48.93,28.0,74.0
60.38,38.0,80.0
64.58,30.0,91.0
45.92,21.0,97.0
50.46,34.0,69.0
57.83,43.0,74.0
115.88,54.0,276.0
153.96,76.0,243.0
144.63,95.0,242.0
108.96,61.0,141.0
62.39,38.0,99.0
40.54,7.0,87.0
51.71,22.0,84.0
76.5,46.0,130.0
134.54,109.0,153.0
97.17,36.0,182.0
45.88,16.0,85.0
32.46,16.0,45.0
34.33,20.0,49.0
71.0,36.0,103.0
50.25,33.0,76.0
68.08,52.0,111.0
145.75,80.0,244.0
98.33,66.0,145.0
112.08,71.0,159.0
103.38,71.0,183.0
104.46,82.0,132.0
77.29,48.0,122.0
87.63,55.0,160.0
113.63,56.0,169.0
118.42,40.0,207.0
118.87,70.0,190.0
196.42,102.0,306.0
162.71,113.0,222.0
228.33,98.0,436.0
130.83,67.0,218.0
82.78,15.0,154.0
45.81,18.0,99.0
23.36,1.0,47.0
22.91,12.0,38.0
27.58,17.0,46.0
60.33,50.0,67.0
55.2,33.0,78.0
63.27,29.0,100.0
48.2,38.0,71.0
71.06,35.0,100.0
71.33,58.0,86.0
84.2,55.0,102.0
75.75,58.0,84.0
85.0,85.0,85.0
71.33,59.0,80.0
38.14,21.0,62.0
27.5,23.0,32.0
38.25,28.0,47.0
54.25,30.0,96.0
91.67,38.0,174.0
72.58,43.0,105.0
67.67,45.0,111.0
65.54,23.0,103.0
77.04,60.0,111.0
132.17,90.0,172.0
95.29,75.0,126.0
106.92,34.0,176.0
40.5,32.0,59.0
36.33,24.0,50.0
35.58,21.0,57.0
43.79,28.0,73.0
65.13,43.0,97.0
88.75,56.0,112.0
113.21,78.0,158.0
141.88,86.0,192.0
173.09,135.0,197.0
200.88,136.0,280.0
209.38,144.0,271.0
166.25,120.0,284.0
121.79,72.0,157.0
47.13,33.0,93.0
44.71,35.0,58.0
44.0,43.0,45.0
144.64,114.0,195.0
217.04,129.0,304.0
220.42,109.0,299.0
247.96,167.0,330.0
140.63,57.0,205.0
155.71,71.0,320.0
178.46,127.0,261.0
198.92,130.0,281.0
103.92,17.0,273.0
78.75,43.0,179.0
79.21,30.0,159.0
92.58,57.0,137.0
119.96,67.0,236.0
98.83,34.0,159.0
51.0,29.0,84.0
80.86,39.0,109.0
105.88,51.0,163.0
101.21,72.0,149.0
116.67,82.0,155.0
112.17,91.0,126.0
100.25,77.0,121.0
105.75,78.0,158.0
137.88,100.0,173.0
166.71,125.0,208.0
168.25,130.0,241.0
106.13,31.0,178.0
102.96,62.0,167.0
115.88,80.0,193.0
123.92,94.0,181.0
160.83,118.0,213.0
188.17,140.0,238.0
170.71,153.0,210.0
194.83,171.0,238.0
150.83,65.0,238.0
128.63,70.0,169.0
168.08,139.0,206.0
122.21,54.0,177.0
65.0,43.0,90.0
44.08,20.0,79.0
81.38,44.0,113.0
89.88,49.0,122.0
72.21,50.0,98.0
60.71,24.0,111.0
67.58,40.0,93.0
127.04,78.0,160.0
152.96,111.0,229.0
159.95,94.0,262.0
175.08,134.0,238.0
211.71,139.0,304.0
103.88,42.0,197.0
53.08,33.0,96.0
101.83,70.0,137.0
164.63,86.0,262.0
219.67,145.0,267.0
184.42,115.0,251.0
178.63,122.0,235.0
201.42,136.0,264.0
281.5,206.0,334.0
268.63,174.0,341.0
263.54,218.0,314.0
286.96,256.0,382.0
380.0,159.0,688.0
142.33,110.0,178.0
120.5,93.0,139.0
126.04,112.0,143.0
138.33,107.0,167.0
68.54,32.0,136.0
25.67,8.0,52.0
37.96,19.0,68.0
60.5,12.0,83.0
45.0,23.0,61.0
72.21,51.0,97.0
82.38,60.0,116.0
94.67,57.0,135.0
116.71,94.0,155.0
114.75,77.0,221.0
139.79,97.0,312.0
139.0,100.0,173.0
99.13,61.0,142.0
80.83,66.0,107.0
95.79,77.0,140.0
149.21,106.0,181.0
147.43,112.0,209.0
166.75,115.0,195.0
157.88,115.0,202.0
126.75,91.0,162.0
108.04,83.0,135.0
85.38,20.0,148.0
39.75,14.0,69.0
56.08,17.0,106.0
42.67,31.0,60.0
49.08,21.0,96.0
53.21,22.0,101.0
43.63,30.0,59.0
59.04,38.0,92.0
51.58,23.0,84.0
59.67,24.0,101.0
30.5,17.0,42.0
77.17,44.0,140.0
103.29,69.0,160.0
107.13,76.0,161.0
86.17,46.0,114.0
66.33,33.0,117.0
40.71,22.0,50.0
71.63,43.0,103.0
126.79,69.0,189.0
129.67,83.0,197.0
124.78,70.0,155.0
126.79,56.0,218.0
46.21,21.0,61.0
39.0,21.0,63.0
51.29,29.0,70.0
72.83,53.0,101.0
98.33,72.0,128.0
128.08,95.0,157.0
159.17,97.0,262.0
159.0,127.0,203.0
155.25,80.0,235.0
155.0,103.0,219.0
90.25,32.0,207.0
35.13,27.0,52.0
36.13,24.0,56.0
50.71,38.0,69.0
78.17,41.0,165.0
55.92,40.0,92.0
60.38,41.0,93.0
74.58,42.0,178.0
86.67,43.0,134.0
131.5,58.0,244.0
102.08,53.0,136.0
106.29,35.0,148.0
35.79,22.0,52.0
48.63,19.0,84.0
61.71,26.0,107.0
69.04,36.0,102.0
71.38,51.0,90.0
68.42,44.0,101.0
63.25,34.0,140.0
38.17,11.0,66.0
23.63,8.0,58.0
50.46,33.0,72.0
32.54,15.0,46.0
35.63,23.0,60.0
75.04,33.0,132.0
98.83,41.0,136.0
80.83,23.0,132.0
95.25,61.0,125.0
57.42,29.0,101.0
72.42,57.0,99.0
38.63,15.0,63.0
48.58,31.0,72.0
80.13,42.0,164.0
45.25,27.0,60.0
65.88,47.0,117.0
46.42,24.0,89.0
33.09,16.0,98.0
51.58,34.0,86.0
144.46,83.0,236.0
139.33,74.0,294.0
117.75,80.0,197.0
47.25,19.0,93.0
46.25,35.0,62.0
86.92,45.0,134.0
102.67,32.0,243.0
94.71,27.0,206.0
37.33,26.0,79.0
69.42,47.0,100.0
111.38,66.0,166.0
108.38,48.0,157.0
89.86,56.0,136.0
78.42,47.0,109.0
95.29,77.0,119.0
88.21,39.0,111.0
90.54,48.0,134.0
62.83,44.0,106.0
73.54,34.0,102.0
63.38,44.0,93.0
92.5,67.0,123.0
106.25,71.0,145.0
86.25,36.0,132.0
88.17,68.0,149.0
108.87,82.0,148.0
111.29,70.0,160.0
138.42,85.0,227.0
73.21,15.0,175.0
41.13,18.0,65.0
59.08,39.0,90.0
60.25,43.0,92.0
69.88,44.0,136.0
64.29,48.0,94.0
74.67,44.0,113.0
60.13,36.0,102.0
70.46,52.0,103.0
51.08,38.0,62.0
63.0,38.0,103.0
55.63,31.0,91.0
71.83,48.0,112.0
68.79,38.0,114.0
59.38,37.0,87.0
69.42,49.0,92.0
56.17,24.0,115.0
34.13,13.0,61.0
43.21,25.0,57.0
41.17,23.0,76.0
52.79,25.0,72.0
46.46,21.0,83.0
46.79,29.0,64.0
47.79,20.0,72.0
78.63,33.0,111.0
84.46,29.0,202.0
42.0,18.0,69.0
42.46,14.0,75.0
31.29,19.0,52.0
40.33,22.0,62.0
57.71,22.0,90.0
79.5,45.0,109.0
52.0,29.0,88.0
65.29,30.0,121.0
73.5,71.0,76.0
33.56,22.0,47.0
36.71,22.0,53.0
50.08,31.0,115.0
71.08,27.0,134.0
78.42,46.0,121.0
46.79,15.0,85.0
54.71,20.0,76.0
61.42,29.0,123.0
47.5,25.0,71.0
35.29,11.0,57.0
25.42,15.0,38.0
41.83,25.0,102.0
52.04,30.0,90.0
80.79,50.0,110.0
71.04,54.0,105.0
96.5,67.0,131.0
101.75,62.0,134.0
33.79,13.0,86.0
52.21,21.0,86.0
69.04,41.0,123.0
65.88,39.0,101.0
50.83,14.0,92.0
61.83,43.0,110.0
72.58,49.0,112.0
32.0,6.0,58.0
34.13,11.0,70.0
36.17,3.0,217.0
69.38,27.0,131.0
37.38,18.0,56.0
41.33,28.0,62.0
54.08,27.0,81.0
69.96,39.0,110.0
65.04,32.0,112.0
83.75,59.0,121.0
80.38,41.0,105.0
60.38,33.0,100.0
61.67,41.0,83.0
75.61,48.0,130.0
62.17,32.0,101.0
55.38,34.0,78.0
57.92,33.0,99.0
64.67,40.0,107.0
76.38,50.0,113.0
51.54,19.0,153.0
35.46,17.0,56.0
32.46,13.0,52.0
39.74,21.0,92.0
71.0,25.0,119.0
59.13,19.0,113.0
33.75,10.0,59.0
37.63,18.0,60.0
94.75,38.0,177.0
53.92,29.0,98.0
59.54,31.0,106.0
89.71,40.0,147.0
49.5,18.0,146.0
49.0,31.0,79.0
63.13,30.0,176.0
37.63,16.0,61.0
51.21,23.0,87.0
20.42,10.0,38.0
32.92,10.0,88.0
21.29,4.0,59.0
42.13,28.0,61.0
37.67,13.0,58.0
32.38,10.0,50.0
20.04,10.0,30.0
34.38,16.0,68.0
31.79,12.0,72.0
54.0,33.0,91.0
43.5,16.0,63.0
30.29,19.0,57.0
31.17,14.0,53.0
60.18,48.0,86.0
101.43,65.0,172.0
49.75,24.0,79.0
33.42,13.0,59.0
73.67,27.0,134.0
96.88,41.0,151.0
62.04,18.0,148.0
61.78,37.0,105.0
30.9,21.0,41.0
42.13,25.0,66.0
67.88,28.0,137.0
93.42,59.0,163.0
124.33,90.0,201.0
162.13,107.0,264.0
151.54,93.0,204.0
58.75,17.0,80.0
23.96,16.0,43.0
33.46,22.0,58.0
58.71,37.0,75.0
83.75,47.0,126.0
51.38,33.0,99.0
62.29,39.0,93.0
78.58,45.0,118.0
91.83,58.0,113.0
93.29,42.0,146.0
94.0,35.0,148.0
73.63,37.0,115.0
97.71,45.0,129.0
140.42,73.0,209.0
150.42,82.0,223.0
210.75,137.0,314.0
119.96,49.0,232.0
45.88,20.0,80.0
36.83,18.0,77.0
54.67,27.0,74.0
40.04,16.0,74.0
26.29,19.0,38.0
29.5,17.0,40.0
46.58,26.0,75.0
62.79,34.0,169.0
108.96,55.0,158.0
128.88,79.0,185.0
71.13,38.0,100.0
42.38,22.0,83.0
51.46,37.0,68.0
58.92,38.0,79.0
70.96,41.0,111.0
74.67,37.0,131.0
53.75,32.0,70.0
76.33,50.0,121.0
70.5,46.0,90.0
52.29,30.0,78.0
47.83,34.0,68.0
54.0,40.0,79.0
76.79,57.0,117.0
84.08,66.0,105.0
103.29,80.0,141.0
77.46,33.0,154.0
121.38,81.0,167.0
61.25,36.0,91.0
81.74,43.0,113.0
101.04,77.0,143.0
55.21,38.0,85.0
56.54,28.0,87.0
72.71,52.0,106.0
51.13,25.0,119.0
46.75,25.0,73.0
63.04,38.0,86.0
53.04,27.0,92.0
68.83,37.0,101.0
82.46,56.0,112.0
90.0,64.0,153.0
79.33,38.0,140.0
137.79,82.0,286.0
102.17,24.0,161.0
40.88,31.0,68.0
48.32,26.0,80.0
72.04,34.0,126.0
81.42,63.0,113.0
86.0,60.0,118.0
81.71,22.0,151.0
35.75,17.0,55.0
54.96,31.0,83.0
65.96,39.0,105.0
96.63,59.0,134.0
137.83,96.0,206.0
104.29,38.0,200.0
104.83,65.0,168.0
114.13,67.0,169.0
182.13,144.0,219.0
163.0,106.0,223.0
178.88,132.0,229.0
133.39,93.0,217.0
107.67,50.0,163.0
173.88,112.0,217.0
183.63,149.0,284.0
219.42,165.0,270.0
169.25,125.0,210.0
190.75,162.0,233.0
174.79,152.0,211.0
189.17,155.0,233.0
144.54,82.0,213.0
49.79,15.0,214.0
74.71,47.0,105.0
94.5,61.0,134.0
106.67,64.0,127.0
97.88,77.0,115.0
141.29,81.0,181.0
129.83,91.0,233.0
210.13,170.0,288.0
211.29,153.0,265.0
247.58,174.0,349.0
124.42,69.0,172.0
180.38,137.0,228.0
83.92,57.0,166.0
136.25,74.0,170.0
171.42,113.0,227.0
179.13,95.0,253.0
196.63,131.0,296.0
219.88,147.0,296.0
169.0,107.0,243.0
180.63,150.0,253.0
158.5,136.0,197.0
160.08,86.0,233.0
37.42,23.0,67.0
52.9,32.0,93.0
67.67,47.0,91.0
48.21,27.0,71.0
56.21,40.0,79.0
84.26,68.0,124.0
112.38,90.0,130.0
106.88,57.0,177.0
88.79,70.0,115.0
132.67,83.0,181.0
104.42,55.0,157.0
100.17,80.0,140.0
147.38,122.0,170.0
160.25,108.0,215.0
160.21,87.0,215.0
153.58,123.0,197.0
172.08,112.0,245.0
178.25,153.0,227.0
144.67,91.0,202.0
70.5,37.0,107.0
101.21,72.0,153.0
94.46,64.0,178.0
120.21,56.0,211.0
59.83,43.0,96.0
77.21,59.0,109.0
42.13,25.0,72.0
35.92,16.0,55.0
48.5,38.0,57.0
39.63,29.0,54.0
38.63,27.0,52.0
45.09,25.0,84.0
32.54,14.0,55.0
47.08,31.0,60.0
64.5,36.0,101.0
71.88,41.0,103.0
53.04,20.0,75.0
50.3,22.0,73.0
75.67,54.0,110.0
109.5,93.0,133.0
82.38,42.0,119.0
102.83,63.0,156.0
86.38,67.0,104.0
67.29,45.0,95.0
100.46,75.0,127.0
101.17,61.0,130.0
118.42,76.0,159.0
111.96,88.0,163.0
108.71,83.0,139.0
73.88,47.0,105.0
60.08,34.0,98.0
45.67,16.0,110.0
43.88,30.0,75.0
52.54,27.0,86.0
56.21,37.0,77.0
45.54,21.0,82.0
38.46,25.0,55.0
70.04,53.0,115.0
77.71,58.0,102.0
120.91,90.0,143.0
148.79,119.0,181.0
110.04,55.0,163.0
90.08,63.0,127.0
101.88,67.0,148.0
73.58,52.0,95.0
40.04,22.0,54.0
48.92,36.0,73.0
29.13,9.0,41.0
24.13,7.0,43.0
15.42,7.0,26.0
26.38,15.0,35.0
46.63,23.0,73.0
46.96,30.0,69.0
43.25,27.0,69.0
54.75,23.0,93.0
61.7,32.0,114.0
74.5,47.0,127.0
85.79,54.0,131.0
99.96,47.0,160.0
91.42,60.0,169.0
84.29,48.0,132.0
56.25,27.0,78.0
37.83,19.0,59.0
50.33,20.0,83.0
38.88,16.0,65.0
34.0,11.0,59.0
55.04,43.0,77.0
54.36,35.0,75.0
64.38,40.0,92.0
106.54,79.0,150.0
110.79,65.0,172.0
118.5,64.0,185.0
108.29,49.0,209.0
98.79,48.0,197.0
32.64,4.0,72.0
52.67,32.0,81.0
57.21,20.0,122.0
29.0,12.0,83.0
64.46,36.0,90.0
96.46,64.0,143.0
98.25,52.0,139.0
35.71,25.0,53.0
61.5,39.0,93.0
71.21,18.0,151.0
51.25,17.0,86.0
55.21,30.0,77.0
69.5,45.0,103.0
81.63,57.0,116.0
62.96,36.0,113.0
37.67,26.0,48.0
61.75,29.0,94.0
77.08,30.0,148.0
68.88,56.0,91.0
70.46,44.0,106.0
37.96,12.0,60.0
25.0,14.0,43.0
36.54,28.0,56.0
40.71,25.0,67.0
55.92,35.0,89.0
91.13,42.0,204.0
104.13,54.0,224.0
69.27,21.0,104.0
24.05,11.0,61.0
39.96,20.0,71.0
43.58,24.0,79.0
54.63,38.0,82.0
54.04,17.0,112.0
29.75,10.0,45.0
26.79,7.0,46.0
22.29,6.0,40.0
42.04,29.0,62.0
59.5,37.0,112.0
49.63,30.0,88.0
45.29,24.0,72.0
77.83,56.0,99.0
52.13,31.0,83.0
38.92,21.0,60.0
35.21,20.0,57.0
47.42,26.0,81.0
56.42,39.0,89.0
96.29,57.0,143.0
63.42,39.0,97.0
47.46,19.0,82.0
58.04,28.0,90.0
33.83,15.0,52.0
48.58,28.0,65.0
65.42,44.0,99.0
27.0,11.0,51.0
21.25,11.0,33.0
44.0,16.0,69.0
69.59,45.0,123.0
53.75,22.0,92.0
39.21,15.0,77.0
29.5,15.0,51.0
45.17,31.0,60.0
38.13,27.0,59.0
54.54,37.0,119.0
25.29,9.0,48.0
37.5,15.0,58.0
42.33,27.0,67.0
29.18,19.0,42.0
63.13,34.0,106.0
56.75,36.0,78.0
57.08,38.0,81.0
59.29,45.0,85.0
73.38,54.0,100.0
75.17,50.0,119.0
71.83,45.0,105.0
42.13,27.0,66.0
62.42,30.0,100.0
46.5,24.0,65.0
59.42,37.0,76.0
51.21,30.0,68.0
67.21,35.0,105.0
58.5,37.0,79.0
33.18,17.0,58.0
24.71,14.0,43.0
18.0,1.0,53.0
7.87,1.0,17.0
7.92,3.0,14.0
8.0,1.0,16.0
32.32,1.0,58.0
65.17,47.0,99.0
48.58,37.0,67.0
50.92,32.0,73.0
37.75,17.0,56.0
32.33,19.0,45.0
39.38,28.0,58.0
25.42,11.0,44.0
28.08,15.0,41.0
49.42,22.0,79.0
50.63,18.0,96.0
27.71,11.0,47.0
28.08,12.0,50.0
39.63,19.0,61.0
49.96,37.0,64.0
56.38,39.0,79.0
85.79,46.0,123.0
57.54,16.0,106.0
37.54,20.0,52.0
45.25,20.0,96.0
14.39,1.0,33.0
35.25,19.0,57.0
25.58,5.0,45.0
36.5,25.0,54.0
63.5,32.0,143.0
86.79,54.0,124.0
86.0,48.0,138.0
60.96,33.0,116.0
52.13,30.0,89.0
52.45,20.0,105.0
56.57,41.0,94.0
69.88,45.0,102.0
55.04,40.0,69.0
83.71,38.0,162.0
94.75,70.0,139.0
92.5,70.0,109.0
69.0,38.0,114.0
43.33,17.0,65.0
38.33,15.0,50.0
48.5,36.0,66.0
29.96,9.0,45.0
40.54,32.0,53.0
32.0,17.0,53.0
17.79,9.0,30.0
14.92,3.0,22.0
28.21,4.0,52.0
44.33,21.0,64.0
40.75,19.0,69.0
52.29,29.0,104.0
97.76,62.0,131.0
45.54,25.0,87.0
34.75,18.0,53.0
33.71,24.0,57.0
49.04,25.0,85.0
58.54,29.0,80.0
53.48,31.0,86.0
49.88,37.0,74.0
59.13,41.0,87.0
28.92,19.0,42.0
33.71,21.0,66.0
45.63,34.0,86.0
33.75,20.0,51.0
36.33,16.0,52.0
45.46,32.0,59.0
72.33,31.0,98.0
30.96,12.0,50.0
56.17,35.0,76.0
71.04,19.0,145.0
22.08,13.0,30.0
48.83,21.0,88.0
124.04,68.0,190.0
115.38,53.0,176.0
105.46,42.0,177.0
43.58,30.0,59.0
52.71,20.0,85.0
63.04,36.0,93.0
85.79,41.0,147.0
101.21,67.0,149.0
112.29,86.0,144.0
134.42,93.0,183.0
127.0,78.0,196.0
89.63,35.0,157.0
66.21,40.0,92.0
104.13,71.0,148.0
96.96,54.0,160.0
113.79,68.0,170.0
70.92,37.0,138.0
59.63,43.0,79.0
70.38,45.0,101.0
55.67,38.0,92.0
39.83,10.0,80.0
32.0,20.0,49.0
48.54,20.0,71.0
38.25,22.0,50.0
33.55,24.0,51.0
23.04,14.0,37.0
42.08,27.0,61.0
66.58,45.0,100.0
93.33,77.0,114.0
92.08,80.0,119.0
83.17,70.0,108.0
84.92,24.0,140.0
28.21,17.0,61.0
33.88,16.0,58.0
80.63,58.0,108.0
48.13,24.0,83.0
30.58,16.0,57.0
27.42,12.0,41.0
39.04,22.0,59.0
62.58,45.0,92.0
43.54,18.0,66.0
58.17,39.0,70.0
57.96,38.0,75.0
63.33,49.0,78.0
77.92,55.0,94.0
91.33,70.0,131.0
81.13,57.0,111.0
69.13,51.0,109.0
57.96,22.0,124.0
22.71,12.0,34.0
36.5,20.0,58.0
69.79,42.0,117.0
62.17,42.0,77.0
59.0,27.0,105.0
72.5,44.0,107.0
67.32,47.0,96.0
95.08,75.0,117.0
79.5,48.0,114.0
65.7,35.0,102.0
45.79,33.0,58.0
52.58,39.0,90.0
68.75,47.0,137.0
101.79,77.0,132.0
91.46,60.0,128.0
91.25,64.0,129.0
118.79,99.0,234.0
98.63,66.0,122.0
40.33,27.0,68.0
41.63,26.0,60.0
48.46,16.0,87.0
42.58,30.0,62.0
54.38,27.0,96.0
83.75,39.0,167.0
75.54,56.0,124.0
80.83,51.0,115.0
70.84,51.0,96.0
106.89,57.0,139.0
107.46,62.0,144.0
96.52,62.0,164.0
102.0,60.0,146.0
104.96,65.0,151.0
123.92,78.0,198.0
187.13,135.0,278.0
184.17,140.0,242.0
266.29,140.0,371.0
288.67,168.0,399.0
246.08,209.0,302.0
