No,year,month,day,hour,season,PM_Caotangsi,PM_Shahepu,PM_US Post,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec,datetime
19,2010,1,1,18,4,NA,NA,NA,2,61.51,1018,9,cv,2,0,0,2010/1/1:18:00:00
20,2010,1,1,19,4,NA,NA,NA,3,66.05,1019,9,SE,3,0,0,2010/1/1:19:00:00
21,2010,1,1,20,4,NA,NA,NA,3,66.05,1020,9,cv,1,0,0,2010/1/1:20:00:00
22,2010,1,1,21,4,NA,NA,NA,2,61.51,1021,9,cv,1,0,0,2010/1/1:21:00:00
23,2010,1,1,22,4,NA,NA,NA,2,61.51,1021,9,cv,2,0,0,2010/1/1:22:00:00
24,2010,1,1,23,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2010/1/1:23:00:00
25,2010,1,2,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2010/1/2:0:00:00
26,2010,1,2,1,4,NA,NA,NA,3,70.67,1021,8,cv,0,0,0,2010/1/2:1:00:00
27,2010,1,2,2,4,NA,NA,NA,3,75.67,1021,7,cv,0,0,0,2010/1/2:2:00:00
28,2010,1,2,3,4,NA,NA,NA,4,81.2,1021,7,cv,0,0,0,2010/1/2:3:00:00
29,2010,1,2,4,4,NA,NA,NA,4,81.2,1021,7,SW,1,0,0,2010/1/2:4:00:00
30,2010,1,2,5,4,NA,NA,NA,4,81.2,1021,7,SW,2,0,0,2010/1/2:5:00:00
31,2010,1,2,6,4,NA,NA,NA,4,81.2,1020,7,SW,3,0,0,2010/1/2:6:00:00
32,2010,1,2,7,4,NA,NA,NA,4,81.2,1021,7,SE,1,0,0,2010/1/2:7:00:00
33,2010,1,2,8,4,NA,NA,NA,4,81.2,1021,7,SW,1,0,0,2010/1/2:8:00:00
34,2010,1,2,9,4,NA,NA,NA,4,75.84,1022,8,cv,1,0,0,2010/1/2:9:00:00
35,2010,1,2,10,4,NA,NA,NA,4,75.84,1022,8,cv,2,0,0,2010/1/2:10:00:00
36,2010,1,2,11,4,NA,NA,NA,5,81.34,1023,8,cv,3,0,0,2010/1/2:11:00:00
37,2010,1,2,12,4,NA,NA,NA,4,70.88,1022,9,cv,4,0,0,2010/1/2:12:00:00
38,2010,1,2,13,4,NA,NA,NA,4,70.88,1021,9,cv,5,0,0,2010/1/2:13:00:00
39,2010,1,2,14,4,NA,NA,NA,4,70.88,1020,9,cv,5,0,0,2010/1/2:14:00:00
40,2010,1,2,15,4,NA,NA,NA,4,70.88,1019,9,cv,6,0,0,2010/1/2:15:00:00
41,2010,1,2,16,4,NA,NA,NA,4,70.88,1020,9,cv,7,0,0,2010/1/2:16:00:00
42,2010,1,2,17,4,NA,NA,NA,5,81.34,1020,8,NW,3,0,0,2010/1/2:17:00:00
43,2010,1,2,18,4,NA,NA,NA,4,75.84,1022,8,NW,7,0,0,2010/1/2:18:00:00
44,2010,1,2,19,4,NA,NA,NA,5,81.34,1023,8,cv,1,0,0,2010/1/2:19:00:00
45,2010,1,2,20,4,NA,NA,NA,5,87.09,1024,7,cv,2,0,0,2010/1/2:20:00:00
46,2010,1,2,21,4,NA,NA,NA,4,86.99,1024,6,cv,3,0,0,2010/1/2:21:00:00
47,2010,1,2,22,4,NA,NA,NA,3,86.89,1024,5,cv,4,0,0,2010/1/2:22:00:00
48,2010,1,2,23,4,NA,NA,NA,2,93.13,1024,3,SW,1,0,0,2010/1/2:23:00:00
49,2010,1,3,0,4,NA,NA,NA,3,86.89,1023,5,cv,0,0,0,2010/1/3:0:00:00
50,2010,1,3,1,4,NA,NA,NA,2,86.79,1022,4,cv,0,0,0,2010/1/3:1:00:00
51,2010,1,3,2,4,NA,NA,NA,3,86.89,1021,5,cv,0,0,0,2010/1/3:2:00:00
52,2010,1,3,3,4,NA,NA,NA,3,93.19,1021,4,cv,0,0,0,2010/1/3:3:00:00
53,2010,1,3,4,4,NA,NA,NA,4,93.24,1020,5,cv,0,0,0,2010/1/3:4:00:00
54,2010,1,3,5,4,NA,NA,NA,4,86.99,1019,6,cv,0,0,0,2010/1/3:5:00:00
55,2010,1,3,6,4,NA,NA,NA,4,86.99,1018,6,cv,0,0,0,2010/1/3:6:00:00
56,2010,1,3,7,4,NA,NA,NA,4,86.99,1019,6,cv,0,0,0,2010/1/3:7:00:00
57,2010,1,3,8,4,NA,NA,NA,5,93.29,1019,6,NE,2,0,0,2010/1/3:8:00:00
58,2010,1,3,9,4,NA,NA,NA,5,93.29,1019,6,cv,1,0,0,2010/1/3:9:00:00
59,2010,1,3,10,4,NA,NA,NA,5,87.09,1019,7,cv,1,0,0,2010/1/3:10:00:00
60,2010,1,3,11,4,NA,NA,NA,5,87.09,1019,7,cv,1,0,0,2010/1/3:11:00:00
61,2010,1,3,12,4,NA,NA,NA,4,75.84,1016.9,8,NW,2,0,0,2010/1/3:12:00:00
62,2010,1,3,13,4,NA,NA,NA,4,75.84,1015.9,8,NW,4,0,0,2010/1/3:13:00:00
63,2010,1,3,14,4,NA,NA,NA,4,75.84,1013.9,8,NW,7,0,0,2010/1/3:14:00:00
64,2010,1,3,15,4,NA,NA,NA,4,81.2,1013.9,7,NW,10,0,0,2010/1/3:15:00:00
65,2010,1,3,16,4,NA,NA,NA,4,75.84,1013.9,8,NW,13,0,0,2010/1/3:16:00:00
66,2010,1,3,17,4,NA,NA,NA,4,75.84,1013.9,8,NW,15,0,0,2010/1/3:17:00:00
67,2010,1,3,18,4,NA,NA,NA,3,70.67,1014.9,8,NE,3,0,0,2010/1/3:18:00:00
68,2010,1,3,19,4,NA,NA,NA,4,81.2,1015.9,7,NW,3,0,0,2010/1/3:19:00:00
69,2010,1,3,20,4,NA,NA,NA,4,81.2,1016.9,7,NW,6,0,0,2010/1/3:20:00:00
70,2010,1,3,21,4,NA,NA,NA,4,81.2,1018,7,NW,8,0,0,2010/1/3:21:00:00
71,2010,1,3,22,4,NA,NA,NA,4,81.2,1018,7,NW,10,0,0,2010/1/3:22:00:00
72,2010,1,3,23,4,NA,NA,NA,4,81.2,1018,7,cv,0,0,0,2010/1/3:23:00:00
73,2010,1,4,0,4,NA,NA,NA,4,81.2,1018,7,cv,1,0,0,2010/1/4:0:00:00
74,2010,1,4,1,4,NA,NA,NA,4,86.99,1016.9,6,SW,2,0,0,2010/1/4:1:00:00
75,2010,1,4,2,4,NA,NA,NA,3,86.89,1015.9,5,cv,0,0,0,2010/1/4:2:00:00
76,2010,1,4,3,4,NA,NA,NA,2,93.13,1015.9,3,cv,1,0,0,2010/1/4:3:00:00
77,2010,1,4,4,4,NA,NA,NA,1,86.68,1015.9,3,SW,1,0,0,2010/1/4:4:00:00
78,2010,1,4,5,4,NA,NA,NA,3,93.19,1015.9,4,cv,0,0,0,2010/1/4:5:00:00
79,2010,1,4,6,4,NA,NA,NA,3,93.19,1015.9,4,cv,0,0,0,2010/1/4:6:00:00
80,2010,1,4,7,4,NA,NA,NA,3,93.19,1015.9,4,cv,0,0,0,2010/1/4:7:00:00
81,2010,1,4,8,4,NA,NA,NA,3,93.19,1016.9,4,cv,0,0.1,0.1,2010/1/4:8:00:00
82,2010,1,4,9,4,NA,NA,NA,3,86.89,1016.9,5,cv,0,0,0,2010/1/4:9:00:00
83,2010,1,4,10,4,NA,NA,NA,4,93.24,1018,5,SW,0.51,0,0,2010/1/4:10:00:00
84,2010,1,4,11,4,NA,NA,NA,4,86.99,1018,6,SW,2.51,0,0,2010/1/4:11:00:00
85,2010,1,4,12,4,NA,NA,NA,4,86.99,1016.9,6,SW,4.51,0,0,2010/1/4:12:00:00
86,2010,1,4,13,4,NA,NA,NA,4,81.2,1015.9,7,cv,1,0,0,2010/1/4:13:00:00
87,2010,1,4,14,4,NA,NA,NA,3,66.05,1013.9,9,cv,2,0,0,2010/1/4:14:00:00
88,2010,1,4,15,4,NA,NA,NA,4,66.27,1012.9,10,cv,3,0,0,2010/1/4:15:00:00
89,2010,1,4,16,4,NA,NA,NA,4,66.27,1012.9,10,cv,4,0,0,2010/1/4:16:00:00
90,2010,1,4,17,4,NA,NA,NA,4,66.27,1012.9,10,cv,5,0,0,2010/1/4:17:00:00
91,2010,1,4,18,4,NA,NA,NA,4,70.88,1013.9,9,cv,6,0,0,2010/1/4:18:00:00
92,2010,1,4,19,4,NA,NA,NA,5,76.01,1013.9,9,cv,7,0,0,2010/1/4:19:00:00
93,2010,1,4,20,4,NA,NA,NA,4,70.88,1014.9,9,NW,2,0,0,2010/1/4:20:00:00
94,2010,1,4,21,4,NA,NA,NA,4,70.88,1015.9,9,NW,4,0,0,2010/1/4:21:00:00
95,2010,1,4,22,4,NA,NA,NA,4,75.84,1016.9,8,NW,5,0,0,2010/1/4:22:00:00
96,2010,1,4,23,4,NA,NA,NA,3,70.67,1018,8,NW,7,0,0,2010/1/4:23:00:00
97,2010,1,5,0,4,NA,NA,NA,2,70.47,1018,7,NW,9,0,0,2010/1/5:0:00:00
98,2010,1,5,1,4,NA,NA,NA,2,70.47,1018,7,NW,11,0,0,2010/1/5:1:00:00
99,2010,1,5,2,4,NA,NA,NA,2,70.47,1016.9,7,NE,3,0,0,2010/1/5:2:00:00
100,2010,1,5,3,4,NA,NA,NA,2,75.49,1018,6,cv,0,0,0,2010/1/5:3:00:00
101,2010,1,5,4,4,NA,NA,NA,3,81.06,1016.9,6,cv,0,0,0,2010/1/5:4:00:00
102,2010,1,5,5,4,NA,NA,NA,3,81.06,1016.9,6,cv,0,0,0,2010/1/5:5:00:00
103,2010,1,5,6,4,NA,NA,NA,3,81.06,1016.9,6,cv,0,0,0,2010/1/5:6:00:00
104,2010,1,5,7,4,NA,NA,NA,2,75.49,1018,6,cv,0,0,0,2010/1/5:7:00:00
105,2010,1,5,8,4,NA,NA,NA,3,81.06,1019,6,NW,1,0,0,2010/1/5:8:00:00
106,2010,1,5,9,4,NA,NA,NA,3,75.67,1019,7,cv,0,0,0,2010/1/5:9:00:00
107,2010,1,5,10,4,NA,NA,NA,3,75.67,1020,7,SW,1,0,0,2010/1/5:10:00:00
108,2010,1,5,11,4,NA,NA,NA,3,70.67,1020,8,cv,1,0,0,2010/1/5:11:00:00
109,2010,1,5,12,4,NA,NA,NA,3,70.67,1020,8,SW,1,0,0,2010/1/5:12:00:00
110,2010,1,5,13,4,NA,NA,NA,2,61.51,1019,9,cv,0,0,0,2010/1/5:13:00:00
111,2010,1,5,14,4,NA,NA,NA,3,61.76,1018,10,cv,0,0,0,2010/1/5:14:00:00
112,2010,1,5,15,4,NA,NA,NA,2,53.81,1016.9,11,NW,2,0,0,2010/1/5:15:00:00
113,2010,1,5,16,4,NA,NA,NA,2,53.81,1018,11,NE,3,0,0,2010/1/5:16:00:00
114,2010,1,5,17,4,NA,NA,NA,2,53.81,1018,11,cv,1,0,0,2010/1/5:17:00:00
115,2010,1,5,18,4,NA,NA,NA,3,61.76,1019,10,NE,2,0,0,2010/1/5:18:00:00
116,2010,1,5,19,4,NA,NA,NA,3,61.76,1020,10,NE,4,0,0,2010/1/5:19:00:00
117,2010,1,5,20,4,NA,NA,NA,4,75.84,1021,8,cv,1,0,0,2010/1/5:20:00:00
118,2010,1,5,21,4,NA,NA,NA,5,81.34,1021,8,SE,2,0,0,2010/1/5:21:00:00
119,2010,1,5,22,4,NA,NA,NA,5,81.34,1021,8,cv,1,0,0,2010/1/5:22:00:00
120,2010,1,5,23,4,NA,NA,NA,5,87.09,1022,7,cv,2,0,0,2010/1/5:23:00:00
121,2010,1,6,0,4,NA,NA,NA,4,86.99,1022,6,cv,2,0,0,2010/1/6:0:00:00
122,2010,1,6,1,4,NA,NA,NA,5,87.09,1022,7,cv,3,0,0,2010/1/6:1:00:00
123,2010,1,6,2,4,NA,NA,NA,5,87.09,1022,7,SW,1,0,0,2010/1/6:2:00:00
124,2010,1,6,3,4,NA,NA,NA,5,87.09,1022,7,cv,0,0,0,2010/1/6:3:00:00
125,2010,1,6,4,4,NA,NA,NA,5,87.09,1022,7,cv,0,0,0,2010/1/6:4:00:00
126,2010,1,6,5,4,NA,NA,NA,5,87.09,1021,7,cv,0,0,0,2010/1/6:5:00:00
127,2010,1,6,6,4,NA,NA,NA,5,87.09,1021,7,cv,0,0,0,2010/1/6:6:00:00
128,2010,1,6,7,4,NA,NA,NA,5,87.09,1022,7,cv,0,0,0,2010/1/6:7:00:00
129,2010,1,6,8,4,NA,NA,NA,5,87.09,1022,7,cv,1,0,0,2010/1/6:8:00:00
130,2010,1,6,9,4,NA,NA,NA,5,87.09,1023,7,SW,1,0,0,2010/1/6:9:00:00
131,2010,1,6,10,4,NA,NA,NA,5,87.09,1024,7,SW,2,0,0,2010/1/6:10:00:00
132,2010,1,6,11,4,NA,NA,NA,4,75.84,1024,8,cv,1,0,0,2010/1/6:11:00:00
133,2010,1,6,12,4,NA,NA,NA,5,81.34,1023,8,cv,2,0,0,2010/1/6:12:00:00
134,2010,1,6,13,4,NA,NA,NA,4,75.84,1022,8,cv,3,0,0,2010/1/6:13:00:00
135,2010,1,6,14,4,NA,NA,NA,4,75.84,1021,8,cv,4,0,0,2010/1/6:14:00:00
136,2010,1,6,15,4,NA,NA,NA,4,75.84,1020,8,NE,2,0,0,2010/1/6:15:00:00
137,2010,1,6,16,4,NA,NA,NA,4,75.84,1020,8,cv,1,0,0,2010/1/6:16:00:00
138,2010,1,6,17,4,NA,NA,NA,5,81.34,1021,8,NW,2,0,0,2010/1/6:17:00:00
139,2010,1,6,18,4,NA,NA,NA,5,81.34,1021,8,cv,1,0,0,2010/1/6:18:00:00
140,2010,1,6,19,4,NA,NA,NA,5,87.09,1022,7,NW,2,0,0,2010/1/6:19:00:00
141,2010,1,6,20,4,NA,NA,NA,5,87.09,1022,7,NW,4,0,0,2010/1/6:20:00:00
142,2010,1,6,21,4,NA,NA,NA,5,87.09,1023,7,NW,6,0,0,2010/1/6:21:00:00
143,2010,1,6,22,4,NA,NA,NA,5,87.09,1024,7,NW,8,0.1,0.1,2010/1/6:22:00:00
144,2010,1,6,23,4,NA,NA,NA,5,87.09,1024,7,NW,10,0,0,2010/1/6:23:00:00
145,2010,1,7,0,4,NA,NA,NA,5,87.09,1024,7,cv,1,0,0,2010/1/7:0:00:00
146,2010,1,7,1,4,NA,NA,NA,5,87.09,1024,7,cv,2,0,0,2010/1/7:1:00:00
147,2010,1,7,2,4,NA,NA,NA,5,87.09,1024,7,NE,2,0,0,2010/1/7:2:00:00
148,2010,1,7,3,4,NA,NA,NA,5,87.09,1024,7,cv,1,0,0,2010/1/7:3:00:00
149,2010,1,7,4,4,NA,NA,NA,5,87.09,1024,7,NW,1,0,0,2010/1/7:4:00:00
150,2010,1,7,5,4,NA,NA,NA,5,87.09,1024,7,NW,2,0,0,2010/1/7:5:00:00
151,2010,1,7,6,4,NA,NA,NA,5,87.09,1024,7,cv,1,0,0,2010/1/7:6:00:00
152,2010,1,7,7,4,NA,NA,NA,5,87.09,1024,7,cv,2,0,0,2010/1/7:7:00:00
153,2010,1,7,8,4,NA,NA,NA,5,87.09,1025.1,7,cv,2,0,0,2010/1/7:8:00:00
154,2010,1,7,9,4,NA,NA,NA,5,87.09,1026.1,7,cv,2,0,0,2010/1/7:9:00:00
155,2010,1,7,10,4,NA,NA,NA,6,93.35,1027.1,7,cv,2,0,0,2010/1/7:10:00:00
156,2010,1,7,11,4,NA,NA,NA,6,87.19,1027.1,8,cv,3,NA,NA,2010/1/7:11:00:00
157,2010,1,7,12,4,NA,NA,NA,6,87.19,1026.1,8,cv,4,0,0,2010/1/7:12:00:00
158,2010,1,7,13,4,NA,NA,NA,5,76.01,1025.1,9,cv,5,0,0,2010/1/7:13:00:00
159,2010,1,7,14,4,NA,NA,NA,6,76.18,1024,10,SW,2,0,0,2010/1/7:14:00:00
160,2010,1,7,15,4,NA,NA,NA,5,71.07,1023,10,SW,4,0,0,2010/1/7:15:00:00
161,2010,1,7,16,4,NA,NA,NA,5,71.07,1023,10,SW,6,0,0,2010/1/7:16:00:00
162,2010,1,7,17,4,NA,NA,NA,5,71.07,1024,10,SW,8,0,0,2010/1/7:17:00:00
163,2010,1,7,18,4,NA,NA,NA,5,76.01,1024,9,SW,10,0,0,2010/1/7:18:00:00
164,2010,1,7,19,4,NA,NA,NA,5,87.09,1025.1,7,SW,12,0,0,2010/1/7:19:00:00
165,2010,1,7,20,4,NA,NA,NA,5,87.09,1025.1,7,cv,0,0,0,2010/1/7:20:00:00
166,2010,1,7,21,4,NA,NA,NA,5,87.09,1025.1,7,cv,1,0,0,2010/1/7:21:00:00
167,2010,1,7,22,4,NA,NA,NA,4,86.99,1025.1,6,SW,1,0,0,2010/1/7:22:00:00
168,2010,1,7,23,4,NA,NA,NA,4,93.24,1025.1,5,cv,0,0,0,2010/1/7:23:00:00
169,2010,1,8,0,4,NA,NA,NA,3,86.89,1025.1,5,cv,0,0,0,2010/1/8:0:00:00
170,2010,1,8,1,4,NA,NA,NA,3,93.19,1024,4,cv,0,0,0,2010/1/8:1:00:00
171,2010,1,8,2,4,NA,NA,NA,3,93.19,1023,4,cv,1,0,0,2010/1/8:2:00:00
172,2010,1,8,3,4,NA,NA,NA,4,93.24,1023,5,NW,1,0,0,2010/1/8:3:00:00
173,2010,1,8,4,4,NA,NA,NA,4,93.24,1022,5,cv,0,0,0,2010/1/8:4:00:00
174,2010,1,8,5,4,NA,NA,NA,4,86.99,1021,6,cv,0,0,0,2010/1/8:5:00:00
175,2010,1,8,6,4,NA,NA,NA,4,86.99,1021,6,cv,1,0,0,2010/1/8:6:00:00
176,2010,1,8,7,4,NA,NA,NA,4,93.24,1021,5,cv,1,0,0,2010/1/8:7:00:00
177,2010,1,8,8,4,NA,NA,NA,4,93.24,1021,5,cv,2,0,0,2010/1/8:8:00:00
178,2010,1,8,9,4,NA,NA,NA,5,93.29,1021,6,cv,2,0,0,2010/1/8:9:00:00
179,2010,1,8,10,4,NA,NA,NA,5,93.29,1021,6,cv,3,0,0,2010/1/8:10:00:00
180,2010,1,8,11,4,NA,NA,NA,5,87.09,1021,7,NE,2,0,0,2010/1/8:11:00:00
181,2010,1,8,12,4,NA,NA,NA,5,87.09,1020,7,NE,4,0,0,2010/1/8:12:00:00
182,2010,1,8,13,4,NA,NA,NA,6,93.35,1018,7,NE,7,0,0,2010/1/8:13:00:00
183,2010,1,8,14,4,NA,NA,NA,5,87.09,1015.9,7,NW,2,0,0,2010/1/8:14:00:00
184,2010,1,8,15,4,NA,NA,NA,5,81.34,1014.9,8,NW,4,0,0,2010/1/8:15:00:00
185,2010,1,8,16,4,NA,NA,NA,5,81.34,1013.9,8,NW,6,0,0,2010/1/8:16:00:00
186,2010,1,8,17,4,NA,NA,NA,4,75.84,1013.9,8,NE,3,0,0,2010/1/8:17:00:00
187,2010,1,8,18,4,NA,NA,NA,4,75.84,1013.9,8,cv,1,0,0,2010/1/8:18:00:00
188,2010,1,8,19,4,NA,NA,NA,4,75.84,1014.9,8,NW,1,0,0,2010/1/8:19:00:00
189,2010,1,8,20,4,NA,NA,NA,5,81.34,1014.9,8,NW,3,0,0,2010/1/8:20:00:00
190,2010,1,8,21,4,NA,NA,NA,4,75.84,1015.9,8,cv,1,0,0,2010/1/8:21:00:00
191,2010,1,8,22,4,NA,NA,NA,5,87.09,1015.9,7,cv,2,0,0,2010/1/8:22:00:00
192,2010,1,8,23,4,NA,NA,NA,5,87.09,1016.9,7,cv,2,0,0,2010/1/8:23:00:00
193,2010,1,9,0,4,NA,NA,NA,5,87.09,1016.9,7,cv,2,0,0,2010/1/9:0:00:00
194,2010,1,9,1,4,NA,NA,NA,5,87.09,1015.9,7,cv,2,0,0,2010/1/9:1:00:00
195,2010,1,9,2,4,NA,NA,NA,5,87.09,1015.9,7,cv,2,0,0,2010/1/9:2:00:00
196,2010,1,9,3,4,NA,NA,NA,5,87.09,1015.9,7,cv,2,0,0,2010/1/9:3:00:00
197,2010,1,9,4,4,NA,NA,NA,5,87.09,1014.9,7,cv,2,0,0,2010/1/9:4:00:00
198,2010,1,9,5,4,NA,NA,NA,5,87.09,1014.9,7,cv,3,0,0,2010/1/9:5:00:00
199,2010,1,9,6,4,NA,NA,NA,5,87.09,1013.9,7,SW,2,0,0,2010/1/9:6:00:00
200,2010,1,9,7,4,NA,NA,NA,5,87.09,1014.9,7,SW,3,0,0,2010/1/9:7:00:00
201,2010,1,9,8,4,NA,NA,NA,5,93.29,1014.9,6,SW,5,0,0,2010/1/9:8:00:00
202,2010,1,9,9,4,NA,NA,NA,5,87.09,1015.9,7,cv,2,0,0,2010/1/9:9:00:00
203,2010,1,9,10,4,NA,NA,NA,5,81.34,1015.9,8,cv,3,0,0,2010/1/9:10:00:00
204,2010,1,9,11,4,NA,NA,NA,4,70.88,1016.9,9,SW,2,0,0,2010/1/9:11:00:00
205,2010,1,9,12,4,NA,NA,NA,4,66.27,1015.9,10,SW,4,0,0,2010/1/9:12:00:00
206,2010,1,9,13,4,NA,NA,NA,4,58.03,1013.9,12,SE,3,0,0,2010/1/9:13:00:00
207,2010,1,9,14,4,NA,NA,NA,3,57.77,1012.9,11,SE,5,0,0,2010/1/9:14:00:00
208,2010,1,9,15,4,NA,NA,NA,2,47.17,1011.9,13,cv,1,0,0,2010/1/9:15:00:00
209,2010,1,9,16,4,NA,NA,NA,2,50.36,1011.9,12,NE,2,0,0,2010/1/9:16:00:00
210,2010,1,9,17,4,NA,NA,NA,2,53.81,1012.9,11,SE,3,0,0,2010/1/9:17:00:00
211,2010,1,9,18,4,NA,NA,NA,1,50.08,1014.9,11,NE,2,0,0,2010/1/9:18:00:00
212,2010,1,9,19,4,NA,NA,NA,2,53.81,1015.9,11,NE,4,0,0,2010/1/9:19:00:00
213,2010,1,9,20,4,NA,NA,NA,2,53.81,1016.9,11,cv,1,0,0,2010/1/9:20:00:00
214,2010,1,9,21,4,NA,NA,NA,2,57.51,1018,10,cv,2,0,0,2010/1/9:21:00:00
215,2010,1,9,22,4,NA,NA,NA,4,70.88,1019,9,SW,1,0,0,2010/1/9:22:00:00
216,2010,1,9,23,4,NA,NA,NA,4,70.88,1020,9,cv,0,0,0,2010/1/9:23:00:00
217,2010,1,10,0,4,NA,NA,NA,5,81.34,1020,8,SW,1,0,0,2010/1/10:0:00:00
218,2010,1,10,1,4,NA,NA,NA,5,81.34,1020,8,SW,2,0,0,2010/1/10:1:00:00
219,2010,1,10,2,4,NA,NA,NA,5,81.34,1020,8,SW,3,0,0,2010/1/10:2:00:00
220,2010,1,10,3,4,NA,NA,NA,5,81.34,1020,8,cv,0,0,0,2010/1/10:3:00:00
221,2010,1,10,4,4,NA,NA,NA,5,81.34,1020,8,NE,1,0,0,2010/1/10:4:00:00
222,2010,1,10,5,4,NA,NA,NA,6,87.19,1019,8,SE,2,0,0,2010/1/10:5:00:00
223,2010,1,10,6,4,NA,NA,NA,6,87.19,1019,8,SE,3,0,0,2010/1/10:6:00:00
224,2010,1,10,7,4,NA,NA,NA,5,87.09,1020,7,cv,0,0,0,2010/1/10:7:00:00
225,2010,1,10,8,4,NA,NA,NA,6,87.19,1020,8,NE,2,0,0,2010/1/10:8:00:00
226,2010,1,10,9,4,NA,NA,NA,6,87.19,1021,8,cv,1,0,0,2010/1/10:9:00:00
227,2010,1,10,10,4,NA,NA,NA,6,87.19,1022,8,cv,1,0,0,2010/1/10:10:00:00
228,2010,1,10,11,4,NA,NA,NA,6,81.48,1023,9,cv,1,0,0,2010/1/10:11:00:00
229,2010,1,10,12,4,NA,NA,NA,6,71.27,1022,11,cv,2,0,0,2010/1/10:12:00:00
230,2010,1,10,13,4,NA,NA,NA,5,66.49,1021,11,NE,2,0,0,2010/1/10:13:00:00
231,2010,1,10,14,4,NA,NA,NA,3,54.08,1019,12,NE,5,0,0,2010/1/10:14:00:00
232,2010,1,10,15,4,NA,NA,NA,3,57.77,1018,11,NE,8,0,0,2010/1/10:15:00:00
233,2010,1,10,16,4,NA,NA,NA,3,57.77,1018,11,NE,11,0,0,2010/1/10:16:00:00
234,2010,1,10,17,4,NA,NA,NA,2,57.51,1019,10,NE,14,0,0,2010/1/10:17:00:00
235,2010,1,10,18,4,NA,NA,NA,3,61.76,1020,10,NE,19,0,0,2010/1/10:18:00:00
236,2010,1,10,19,4,NA,NA,NA,3,66.05,1022,9,NE,22,0,0,2010/1/10:19:00:00
237,2010,1,10,20,4,NA,NA,NA,2,57.51,1023,10,NE,26,0,0,2010/1/10:20:00:00
238,2010,1,10,21,4,NA,NA,NA,3,66.05,1024,9,NW,3,0,0,2010/1/10:21:00:00
239,2010,1,10,22,4,NA,NA,NA,4,75.84,1025.1,8,NW,5,0,0,2010/1/10:22:00:00
240,2010,1,10,23,4,NA,NA,NA,5,81.34,1026.1,8,NW,7,0.1,0.1,2010/1/10:23:00:00
241,2010,1,11,0,4,NA,NA,NA,4,75.84,1026.1,8,cv,0,0,0,2010/1/11:0:00:00
242,2010,1,11,1,4,NA,NA,NA,4,75.84,1026.1,8,cv,1,0,0,2010/1/11:1:00:00
243,2010,1,11,2,4,NA,NA,NA,1,57.25,1026.1,9,NW,2,0,0,2010/1/11:2:00:00
244,2010,1,11,3,4,NA,NA,NA,-2,43.01,1026.1,10,NW,7,0,0,2010/1/11:3:00:00
245,2010,1,11,4,4,NA,NA,NA,-3,39.93,1026.1,10,NE,4,0,0,2010/1/11:4:00:00
246,2010,1,11,5,4,NA,NA,NA,-3,42.71,1026.1,9,NE,8,0,0,2010/1/11:5:00:00
247,2010,1,11,6,4,NA,NA,NA,-2,46,1026.1,9,NE,12,0,0,2010/1/11:6:00:00
